samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
gregory.harrell,"CN=Gregory Harrell,OU=CustomerSuccess,DC=northwind,DC=local",Gregory Harrell,gregory.harrell@northwindmaterials.com,TRUE,134275188281074224,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
nicholas.lang,"CN=Nicholas Lang,OU=CustomerSuccess,DC=northwind,DC=local",Nicholas Lang,nicholas.lang@northwindmaterials.com,TRUE,134323734225085056,All-Employees;Customer-Success-All,Support Specialist - Customer Success
brooke.harvey,"CN=Brooke Harvey,OU=Finance,DC=northwind,DC=local",Brooke Harvey,brooke.harvey@northwindmaterials.com,TRUE,134304261963462960,All-Employees;Finance-All,"Manager, Finance - Finance"
ctr.gabriel.gray,"CN=Gabriel Gray,OU=Contractors,DC=northwind,DC=local",Gabriel Gray,gabriel.gray@contractor.northwindmaterials.com,TRUE,134276575132680352,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
stephen.solis,"CN=Stephen Solis,OU=CustomerSuccess,DC=northwind,DC=local",Stephen Solis,stephen.solis@northwindmaterials.com,TRUE,134265459186510752,All-Employees;Customer-Success-All,Support Specialist - Customer Success
debra.moody,"CN=Debra Moody,OU=SupplyChain,DC=northwind,DC=local",Debra Moody,debra.moody@northwindmaterials.com,TRUE,134277780077429840,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
christina.ramirez,"CN=Christina Ramirez,OU=SupplyChain,DC=northwind,DC=local",Christina Ramirez,christina.ramirez@northwindmaterials.com,TRUE,134266659356167744,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jeffrey.lawrence,"CN=Jeffrey Lawrence,OU=Operations,DC=northwind,DC=local",Jeffrey Lawrence,jeffrey.lawrence@northwindmaterials.com,TRUE,134285515310824112,All-Employees;Operations-All,VP of Operations - Operations
angela.peters,"CN=Angela Peters,OU=Engineering,DC=northwind,DC=local",Angela Peters,angela.peters@northwindmaterials.com,FALSE,134297410337884240,All-Employees;Engineering-All,DevOps Engineer - Engineering
katie.anderson,"CN=Katie Anderson,OU=Operations,DC=northwind,DC=local",Katie Anderson,katie.anderson@northwindmaterials.com,TRUE,134307151265475520,All-Employees;Operations-All,Logistics Coordinator - Operations
samantha.davis,"CN=Samantha Davis,OU=QualityAssurance,DC=northwind,DC=local",Samantha Davis,samantha.davis@northwindmaterials.com,TRUE,134267089165309872,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
michael.stephens,"CN=Michael Stephens,OU=CustomerSuccess,DC=northwind,DC=local",Michael Stephens,michael.stephens@northwindmaterials.com,TRUE,134281335892675952,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
francisco.ewing,"CN=Francisco Ewing,OU=Manufacturing,DC=northwind,DC=local",Francisco Ewing,francisco.ewing@northwindmaterials.com,TRUE,134288532523378416,All-Employees;Manufacturing-All;Plant-Ops-Leads,Line Supervisor - Manufacturing
mary.wiley,"CN=Mary Wiley,OU=Legal,DC=northwind,DC=local",Mary Wiley,mary.wiley@northwindmaterials.com,TRUE,134301179699813664,All-Employees;Legal-All,Paralegal - Legal
laura.grant,"CN=Laura Grant,OU=Finance,DC=northwind,DC=local",Laura Grant,laura.grant@northwindmaterials.com,TRUE,134324913969450720,All-Employees;Finance-All,AP Specialist - Finance
bobby.mahoney,"CN=Bobby Mahoney,OU=InformationTechnology,DC=northwind,DC=local",Bobby Mahoney,bobby.mahoney@northwindmaterials.com,TRUE,134306971329881824,All-Employees;Information-Technology-All,Network Engineer - Information Technology
david.moore,"CN=David Moore,OU=SupplyChain,DC=northwind,DC=local",David Moore,david.moore@northwindmaterials.com,TRUE,134316219973843872,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
travis.joyce,"CN=Travis Joyce,OU=Finance,DC=northwind,DC=local",Travis Joyce,travis.joyce@northwindmaterials.com,TRUE,134322918849067776,All-Employees;Finance-All,Accountant - Finance
lori.white,"CN=Lori White,OU=SupplyChain,DC=northwind,DC=local",Lori White,lori.white@northwindmaterials.com,TRUE,134322827119298768,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
chase.king,"CN=Chase King,OU=Engineering,DC=northwind,DC=local",Chase King,chase.king@northwindmaterials.com,TRUE,134284635458012464,All-Employees;Engineering-All,QA Engineer - Engineering
erin.jones,"CN=Erin Jones,OU=Finance,DC=northwind,DC=local",Erin Jones,erin.jones@northwindmaterials.com,TRUE,134315724855561568,All-Employees;Finance-All,Financial Analyst - Finance
robin.ellis,"CN=Robin Ellis,OU=Engineering,DC=northwind,DC=local",Robin Ellis,robin.ellis@northwindmaterials.com,TRUE,134252909225707824,All-Employees;Engineering-All,Director of Engineering - Engineering
stephen.rodriguez,"CN=Stephen Rodriguez,OU=SupplyChain,DC=northwind,DC=local",Stephen Rodriguez,stephen.rodriguez@northwindmaterials.com,TRUE,134269696399619712,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
alyssa.chavez,"CN=Alyssa Chavez,OU=HumanResources,DC=northwind,DC=local",Alyssa Chavez,alyssa.chavez@northwindmaterials.com,TRUE,134287982777115136,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
randy.watson,"CN=Randy Watson,OU=Engineering,DC=northwind,DC=local",Randy Watson,randy.watson@northwindmaterials.com,TRUE,134290216636495168,All-Employees;Engineering-All,DevOps Engineer - Engineering
david.olson,"CN=David Olson,OU=CustomerSuccess,DC=northwind,DC=local",David Olson,david.olson@northwindmaterials.com,TRUE,134295189554246480,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
eric.phillips,"CN=Eric Phillips,OU=Engineering,DC=northwind,DC=local",Eric Phillips,eric.phillips@northwindmaterials.com,TRUE,134286459507487584,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
sharon.meyer,"CN=Sharon Meyer,OU=Manufacturing,DC=northwind,DC=local",Sharon Meyer,sharon.meyer@northwindmaterials.com,TRUE,134290337692218048,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
david.caldwell,"CN=David Caldwell,OU=Manufacturing,DC=northwind,DC=local",David Caldwell,david.caldwell@northwindmaterials.com,TRUE,134302452502320992,All-Employees;Manufacturing-All,Production Associate - Manufacturing
becky.lewis,"CN=Becky Lewis,OU=QualityAssurance,DC=northwind,DC=local",Becky Lewis,becky.lewis@northwindmaterials.com,TRUE,134261949837589664,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
michael.norman,"CN=Michael Norman,OU=InformationTechnology,DC=northwind,DC=local",Michael Norman,michael.norman@northwindmaterials.com,TRUE,134280751802001728,All-Employees;Information-Technology-All,Network Engineer - Information Technology
shane.gates,"CN=Shane Gates,OU=InformationTechnology,DC=northwind,DC=local",Shane Gates,shane.gates@northwindmaterials.com,TRUE,134251822365204672,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
michael.perkins,"CN=Michael Perkins,OU=Legal,DC=northwind,DC=local",Michael Perkins,michael.perkins@northwindmaterials.com,TRUE,134275649189729056,All-Employees;Legal-All,Paralegal - Legal
joseph.espinoza,"CN=Joseph Espinoza,OU=SupplyChain,DC=northwind,DC=local",Joseph Espinoza,joseph.espinoza@northwindmaterials.com,TRUE,134271938268922768,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
lisa.evans,"CN=Lisa Evans,OU=HumanResources,DC=northwind,DC=local",Lisa Evans,lisa.evans@northwindmaterials.com,TRUE,134288748543240816,All-Employees;Human-Resources-All,"Manager, Human Resources - Human Resources"
carlos.ramos,"CN=Carlos Ramos,OU=QualityAssurance,DC=northwind,DC=local",Carlos Ramos,carlos.ramos@northwindmaterials.com,TRUE,134310378669835312,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
jennifer.lewis8,"CN=Jennifer Lewis,OU=Users,DC=northwind,DC=local",Jennifer Lewis,jennifer.lewis8@northwindmaterials.com,TRUE,134079726686851088,All-Employees,
richard.morgan,"CN=Richard Morgan,OU=SupplyChain,DC=northwind,DC=local",Richard Morgan,richard.morgan@northwindmaterials.com,TRUE,134281831277574864,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
amanda.webb,"CN=Amanda Webb,OU=Manufacturing,DC=northwind,DC=local",Amanda Webb,amanda.webb@northwindmaterials.com,TRUE,134304254710008720,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
ctr.maria.brown,"CN=Maria Brown,OU=Contractors,DC=northwind,DC=local",Maria Brown,maria.brown@contractor.northwindmaterials.com,TRUE,134260223430082048,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
james.mccullough,"CN=James Mccullough,OU=Legal,DC=northwind,DC=local",James Mccullough,james.mccullough@northwindmaterials.com,TRUE,134319096437051616,All-Employees;Legal-All,Paralegal - Legal
nathan.mccoy,"CN=Nathan Mccoy,OU=Finance,DC=northwind,DC=local",Nathan Mccoy,nathan.mccoy@northwindmaterials.com,TRUE,134265088919214864,All-Employees;Finance-All,Accountant - Finance
brooke.austin,"CN=Brooke Austin,OU=Engineering,DC=northwind,DC=local",Brooke Austin,brooke.austin@northwindmaterials.com,FALSE,134257742150986544,All-Employees;Engineering-All,DevOps Engineer - Engineering
alexandra.barnes,"CN=Alexandra Barnes,OU=Finance,DC=northwind,DC=local",Alexandra Barnes,alexandra.barnes@northwindmaterials.com,TRUE,134318390474216992,All-Employees;Finance-All,AP Specialist - Finance
ctr.robert.hoover,"CN=Robert Hoover,OU=Contractors,DC=northwind,DC=local",Robert Hoover,robert.hoover@contractor.northwindmaterials.com,TRUE,134304238206238416,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
james.gonzalez,"CN=James Gonzalez,OU=Finance,DC=northwind,DC=local",James Gonzalez,james.gonzalez@northwindmaterials.com,TRUE,134281944608741440,All-Employees;Finance-All,Accountant - Finance
natalie.arroyo,"CN=Natalie Arroyo,OU=Operations,DC=northwind,DC=local",Natalie Arroyo,natalie.arroyo@northwindmaterials.com,TRUE,134273239374653472,All-Employees;Operations-All,"Manager, Operations - Operations"
robin.spencer,"CN=Robin Spencer,OU=QualityAssurance,DC=northwind,DC=local",Robin Spencer,robin.spencer@northwindmaterials.com,TRUE,134316156096017792,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
brianna.jackson,"CN=Brianna Jackson,OU=Manufacturing,DC=northwind,DC=local",Brianna Jackson,brianna.jackson@northwindmaterials.com,TRUE,134263820998625920,All-Employees;Manufacturing-All;Plant-Ops-Leads,Production Associate - Manufacturing
plant-shared-very18,"CN=plant-shared-very18,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-very18,plant-shared-very18@northwindmaterials.com,TRUE,134319942907812512,Service-Accounts,Owned by IT Automation team
kristen.olson,"CN=Kristen Olson,OU=Operations,DC=northwind,DC=local",Kristen Olson,kristen.olson@northwindmaterials.com,TRUE,134303775300654160,All-Employees;Operations-All,Logistics Coordinator - Operations
dominic.tyler,"CN=Dominic Tyler,OU=CustomerSuccess,DC=northwind,DC=local",Dominic Tyler,dominic.tyler@northwindmaterials.com,TRUE,134305497804600672,All-Employees;Customer-Success-All,Support Specialist - Customer Success
samuel.horton,"CN=Samuel Horton,OU=Engineering,DC=northwind,DC=local",Samuel Horton,samuel.horton@northwindmaterials.com,TRUE,134258040821285056,All-Employees;Engineering-All,Senior Software Engineer - Engineering
kathleen.lowe,"CN=Kathleen Lowe,OU=CustomerSuccess,DC=northwind,DC=local",Kathleen Lowe,kathleen.lowe@northwindmaterials.com,TRUE,134278935159894528,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
kristin.weber,"CN=Kristin Weber,OU=QualityAssurance,DC=northwind,DC=local",Kristin Weber,kristin.weber@northwindmaterials.com,TRUE,134262347196643360,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
kyle.harmon,"CN=Kyle Harmon,OU=Finance,DC=northwind,DC=local",Kyle Harmon,kyle.harmon@northwindmaterials.com,TRUE,134326054130797984,All-Employees;Finance-All,Financial Analyst - Finance
brandon.yang,"CN=Brandon Yang,OU=Finance,DC=northwind,DC=local",Brandon Yang,brandon.yang@northwindmaterials.com,FALSE,134316132970987200,All-Employees;Finance-All,Financial Analyst - Finance
sean.lyons,"CN=Sean Lyons,OU=SupplyChain,DC=northwind,DC=local",Sean Lyons,sean.lyons@northwindmaterials.com,TRUE,134317877655080560,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
steven.dixon,"CN=Steven Dixon,OU=SupplyChain,DC=northwind,DC=local",Steven Dixon,steven.dixon@northwindmaterials.com,TRUE,134299775430379664,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
matthew.schwartz,"CN=Matthew Schwartz,OU=HumanResources,DC=northwind,DC=local",Matthew Schwartz,matthew.schwartz@northwindmaterials.com,TRUE,134298484304517248,All-Employees;Human-Resources-All,Recruiter - Human Resources
samantha.holt,"CN=Samantha Holt,OU=SupplyChain,DC=northwind,DC=local",Samantha Holt,samantha.holt@northwindmaterials.com,TRUE,134306986865849456,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
todd.hardy,"CN=Todd Hardy,OU=SupplyChain,DC=northwind,DC=local",Todd Hardy,todd.hardy@northwindmaterials.com,TRUE,134289382627341824,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
daniel.coleman,"CN=Daniel Coleman,OU=Operations,DC=northwind,DC=local",Daniel Coleman,daniel.coleman@northwindmaterials.com,TRUE,134305984008998016,All-Employees;Operations-All,Operations Analyst - Operations
amy.li,"CN=Amy Li,OU=InformationTechnology,DC=northwind,DC=local",Amy Li,amy.li@northwindmaterials.com,FALSE,134289923867491456,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
jacob.ramirez,"CN=Jacob Ramirez,OU=Legal,DC=northwind,DC=local",Jacob Ramirez,jacob.ramirez@northwindmaterials.com,FALSE,134319896566776288,All-Employees;Legal-All,Paralegal - Legal
sean.white,"CN=Sean White,OU=CustomerSuccess,DC=northwind,DC=local",Sean White,sean.white@northwindmaterials.com,TRUE,134275916577087344,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
megan.murphy,"CN=Megan Murphy,OU=SupplyChain,DC=northwind,DC=local",Megan Murphy,megan.murphy@northwindmaterials.com,TRUE,134275028339696032,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
james.johnson,"CN=James Johnson,OU=Manufacturing,DC=northwind,DC=local",James Johnson,james.johnson@northwindmaterials.com,TRUE,134264611184858304,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
maria.rodgers,"CN=Maria Rodgers,OU=SupplyChain,DC=northwind,DC=local",Maria Rodgers,maria.rodgers@northwindmaterials.com,TRUE,134313567607924384,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
richard.morgan,"CN=Richard Morgan,OU=SupplyChain,DC=northwind,DC=local",Richard Morgan,richard.morgan@northwindmaterials.com,TRUE,134318938130771488,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
timothy.blair,"CN=Timothy Blair,OU=Engineering,DC=northwind,DC=local",Timothy Blair,timothy.blair@northwindmaterials.com,TRUE,134304364703135504,All-Employees;Engineering-All,DevOps Engineer - Engineering
rita.harrell,"CN=Rita Harrell,OU=CustomerSuccess,DC=northwind,DC=local",Rita Harrell,rita.harrell@northwindmaterials.com,TRUE,134308013329814032,All-Employees;Customer-Success-All,"Manager, Customer Success - Customer Success"
mark.cook,"CN=Mark Cook,OU=QualityAssurance,DC=northwind,DC=local",Mark Cook,mark.cook@northwindmaterials.com,TRUE,134282245504591888,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
lawrence.ibarra,"CN=Lawrence Ibarra,OU=QualityAssurance,DC=northwind,DC=local",Lawrence Ibarra,lawrence.ibarra@northwindmaterials.com,TRUE,134263885034624800,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
kristen.gordon,"CN=Kristen Gordon,OU=Engineering,DC=northwind,DC=local",Kristen Gordon,kristen.gordon@northwindmaterials.com,TRUE,134272955082623200,All-Employees;Engineering-All,QA Engineer - Engineering
reginald.robinson,"CN=Reginald Robinson,OU=Legal,DC=northwind,DC=local",Reginald Robinson,reginald.robinson@northwindmaterials.com,TRUE,134320151558371984,All-Employees;Legal-All,"Manager, Legal - Legal"
tracy.taylor,"CN=Tracy Taylor,OU=Engineering,DC=northwind,DC=local",Tracy Taylor,tracy.taylor@northwindmaterials.com,TRUE,134269356894499360,All-Employees;Engineering-All,DevOps Engineer - Engineering
ctr.harold.ingram,"CN=Harold Ingram,OU=Contractors,DC=northwind,DC=local",Harold Ingram,harold.ingram@contractor.northwindmaterials.com,TRUE,134269565733177264,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
chris.schneider,"CN=Chris Schneider,OU=Engineering,DC=northwind,DC=local",Chris Schneider,chris.schneider@northwindmaterials.com,FALSE,134262378696791120,All-Employees;Engineering-All,QA Engineer - Engineering
bryan.james,"CN=Bryan James,OU=Engineering,DC=northwind,DC=local",Bryan James,bryan.james@northwindmaterials.com,TRUE,134271517180289776,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
lisa.turner,"CN=Lisa Turner,OU=CustomerSuccess,DC=northwind,DC=local",Lisa Turner,lisa.turner@northwindmaterials.com,TRUE,134288799549020000,All-Employees;Customer-Success-All,Support Specialist - Customer Success
amanda.fitzpatrick,"CN=Amanda Fitzpatrick,OU=Finance,DC=northwind,DC=local",Amanda Fitzpatrick,amanda.fitzpatrick@northwindmaterials.com,TRUE,134264413137277616,All-Employees;Finance-All,Financial Analyst - Finance
oscar.ferguson,"CN=Oscar Ferguson,OU=QualityAssurance,DC=northwind,DC=local",Oscar Ferguson,oscar.ferguson@northwindmaterials.com,TRUE,134250570324724096,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
scott.gomez,"CN=Scott Gomez,OU=Engineering,DC=northwind,DC=local",Scott Gomez,scott.gomez@northwindmaterials.com,TRUE,134263622493171296,All-Employees;Engineering-All,Software Engineer - Engineering
